Date,Open,High,Low,Close,Adj Close,Volume
2020-01-30,25.17333221435547,25.49333381652832,25.00666618347168,25.479999542236328,25.23154640197754,2757450
2020-01-31,25.47333335876465,25.65999984741211,25.213333129882812,25.299999237060547,25.053300857543945,2701200
2020-02-03,25.333332061767578,25.959999084472656,25.31999969482422,25.65333366394043,25.403188705444336,3242550
2020-02-04,25.926666259765625,26.18000030517578,25.80666732788086,25.98666763305664,25.733272552490234,1597950
2020-02-05,26.213333129882812,26.32666778564453,25.893333435058594,25.98666763305664,25.733272552490234,1534050
2020-02-06,26.01333236694336,26.226667404174805,25.84666633605957,26.219999313354492,25.96432876586914,1768800
2020-02-07,26.126667022705078,26.15999984741211,25.68000030517578,25.726667404174805,25.553773880004883,1656000
2020-02-10,25.706666946411133,26.02666664123535,25.566667556762695,25.979999542236328,25.805404663085938,1005000
2020-02-11,26.053333282470703,26.373332977294922,25.933332443237305,26.333332061767578,26.156362533569336,1930050
2020-02-12,26.34000015258789,26.726667404174805,26.246667861938477,26.440000534057617,26.262313842773438,1711050
2020-02-13,26.333332061767578,26.64666748046875,26.266666412353516,26.540000915527344,26.36164093017578,871350
2020-02-14,26.586666107177734,26.766666412353516,26.48666763305664,26.546667098999023,26.36826515197754,815100
2020-02-18,26.51333236694336,26.53333282470703,26.233333587646484,26.266666412353516,26.090145111083984,1758000
2020-02-19,26.34666633605957,26.600000381469727,26.34666633605957,26.479999542236328,26.302045822143555,1067850
2020-02-20,26.453332901000977,26.713333129882812,26.35333251953125,26.64666748046875,26.467592239379883,1171800
2020-02-21,26.546667098999023,26.979999542236328,26.446666717529297,26.953332901000977,26.77219581604004,984150
2020-02-24,26.260000228881836,26.886667251586914,26.260000228881836,26.440000534057617,26.262313842773438,1747350
2020-02-25,26.46666717529297,26.559999465942383,25.739999771118164,25.773332595825195,25.600126266479492,1218300
2020-02-26,25.920000076293945,26.373332977294922,25.766666412353516,25.913333892822266,25.739187240600586,1432350
2020-02-27,25.579999923706055,25.99333381652832,25.100000381469727,25.106666564941406,24.93794059753418,1707600
2020-02-28,24.566667556762695,25.086666107177734,24.18000030517578,24.959999084472656,24.792259216308594,3349800
2020-03-02,25.02666664123535,26.1200008392334,24.626667022705078,26.073333740234375,25.89811134338379,3286050
2020-03-03,26.113332748413086,26.600000381469727,25.18000030517578,25.426666259765625,25.25579071044922,1642500
2020-03-04,25.940000534057617,26.733333587646484,25.766666412353516,26.719999313354492,26.54043197631836,1554750
2020-03-05,26.19333267211914,27.246667861938477,25.98666763305664,27.14666748046875,26.964231491088867,2376750
2020-03-06,26.586666107177734,26.97333335876465,25.706666946411133,26.5,26.321910858154297,2379300
2020-03-09,24.979999542236328,26.14666748046875,24.979999542236328,25.520000457763672,25.34849739074707,2218950
2020-03-10,26.106666564941406,26.920000076293945,25.81999969482422,26.899999618530273,26.719223022460938,2473500
2020-03-11,26.299999237060547,26.479999542236328,25.299999237060547,25.6200008392334,25.447826385498047,2064600
2020-03-12,23.99333381652832,25.399999618530273,22.719999313354492,22.913333892822266,22.759347915649414,3073350
2020-03-13,23.69333267211914,25.213333129882812,23.1200008392334,25.213333129882812,25.04388999938965,3148500
2020-03-16,23.30666732788086,24.586666107177734,22.040000915527344,23.833332061767578,23.67316436767578,2841450
2020-03-17,24.286666870117188,25.65999984741211,23.600000381469727,25.406667709350586,25.235923767089844,6031950
2020-03-18,23.933332443237305,24.81999969482422,23.69333267211914,24.68000030517578,24.514142990112305,4975200
2020-03-19,24.746667861938477,24.746667861938477,23.299999237060547,23.733333587646484,23.573837280273438,3336150
2020-03-20,23.933332443237305,24.126667022705078,22.860000610351562,23.333332061767578,23.176523208618164,5031450
2020-03-23,23.0,23.18666648864746,20.766666412353516,21.046667098999023,20.90522575378418,2560350
2020-03-24,21.739999771118164,23.18666648864746,21.579999923706055,22.540000915527344,22.38852310180664,2827800
2020-03-25,22.35333251953125,22.440000534057617,20.479999542236328,21.726667404174805,21.58065414428711,3593850
2020-03-26,21.899999618530273,22.67333221435547,21.46666717529297,22.459999084472656,22.309059143066406,2903700
2020-03-27,21.84666633605957,23.47333335876465,21.84666633605957,22.84000015258789,22.686506271362305,3028500
2020-03-30,23.293333053588867,24.546667098999023,23.03333282470703,23.893333435058594,23.73276138305664,4344750
2020-03-31,23.926666259765625,25.14666748046875,23.553333282470703,24.093332290649414,23.93141746520996,5964750
2020-04-01,23.46666717529297,23.80666732788086,22.586666107177734,23.440000534057617,23.282474517822266,2704650
2020-04-02,22.8799991607666,23.84666633605957,22.68000030517578,23.786666870117188,23.626811981201172,2916450
2020-04-03,23.546667098999023,24.48666763305664,23.546667098999023,24.03333282470703,23.87181854248047,2142900
2020-04-06,24.586666107177734,24.96666717529297,23.899999618530273,24.799999237060547,24.633333206176758,2659950
2020-04-07,24.959999084472656,25.15999984741211,23.933332443237305,23.959999084472656,23.798980712890625,1642200
2020-04-08,24.059999465942383,24.219999313354492,23.520000457763672,23.940000534057617,23.77911376953125,1173150
2020-04-09,23.96666717529297,24.299999237060547,23.84666633605957,24.01333236694336,23.851953506469727,2362950
2020-04-13,23.81999969482422,24.239999771118164,23.02666664123535,23.913333892822266,23.752628326416016,1205700
2020-04-14,24.360000610351562,25.18666648864746,24.113332748413086,25.053333282470703,24.884965896606445,1713000
2020-04-15,24.84000015258789,25.139999389648438,24.47333335876465,24.566667556762695,24.40157127380371,945450
