Date,Open,High,Low,Close,Adj Close,Volume
2020-01-30,207.5,208.92999267578125,205.1999969482422,208.3699951171875,205.16957092285156,1579600
2020-01-31,208.5,209.6300048828125,204.0,205.2100067138672,202.05812072753906,1793600
2020-02-03,205.33999633789062,208.4199981689453,205.25,207.8000030517578,204.60833740234375,2345700
2020-02-04,210.0,213.7899932861328,209.75,212.52999877929688,209.26568603515625,2242800
2020-02-05,213.88999938964844,214.4600067138672,210.41000366210938,212.22000122070312,208.96044921875,2102500
2020-02-06,213.0,214.3800048828125,212.30999755859375,214.16000366210938,210.87063598632812,1611500
2020-02-07,213.33999633789062,213.38999938964844,211.08999633789062,211.5800018310547,208.33026123046875,1447700
2020-02-10,210.19000244140625,212.97000122070312,210.19000244140625,212.5500030517578,209.28538513183594,1421600
2020-02-11,213.3800048828125,213.97999572753906,211.75999450683594,212.13999938964844,208.8816680908203,1321000
2020-02-12,212.1999969482422,212.8699951171875,211.5399932861328,211.99000549316406,208.73397827148438,1801300
2020-02-13,209.8699951171875,213.5399932861328,209.33999633789062,212.39999389648438,209.13768005371094,1721200
2020-02-14,213.25,213.5399932861328,211.35000610351562,212.3699951171875,209.10813903808594,2096600
2020-02-18,212.5,214.05999755859375,211.1999969482422,213.75999450683594,210.47679138183594,1699400
2020-02-19,215.0,216.38999938964844,214.3800048828125,215.9199981689453,212.60360717773438,1806000
2020-02-20,215.8800048828125,216.32000732421875,211.61000061035156,213.89999389648438,210.6146240234375,1481700
2020-02-21,212.58999633789062,213.5500030517578,210.49000549316406,211.88999938964844,208.63551330566406,2088800
2020-02-24,204.47000122070312,207.8699951171875,203.4499969482422,204.36000061035156,201.22116088867188,2600400
2020-02-25,204.77999877929688,205.47999572753906,195.86000061035156,197.10000610351562,194.0726776123047,2883600
2020-02-26,198.6699981689453,201.4499969482422,194.7899932861328,195.6699981689453,192.66465759277344,2671100
2020-02-27,192.1999969482422,194.35000610351562,186.3699951171875,186.44000244140625,183.57640075683594,3040100
2020-02-28,180.25999450683594,183.1999969482422,175.3000030517578,180.58999633789062,177.81625366210938,5785200
2020-03-02,182.0,189.82000732421875,178.02000427246094,189.5500030517578,186.6386260986328,4317900
2020-03-03,189.77000427246094,191.89999389648438,180.6199951171875,182.22000122070312,179.4212188720703,3514000
2020-03-04,185.8000030517578,189.7100067138672,184.3000030517578,188.86000061035156,185.95924377441406,3875400
2020-03-05,185.08999633789062,187.4600067138672,180.9199981689453,182.55999755859375,179.75601196289062,3548200
2020-03-06,177.4499969482422,180.30999755859375,173.9199981689453,178.75,176.0045166015625,3284400
2020-03-09,165.39999389648438,170.8800048828125,160.10000610351562,164.11000061035156,161.58937072753906,5112200
2020-03-10,171.0800018310547,174.74000549316406,166.0399932861328,174.55999755859375,171.87887573242188,4349500
2020-03-11,169.32000732421875,171.1699981689453,162.64999389648438,165.11000061035156,162.5740203857422,5188300
2020-03-12,153.0,158.75,147.0800018310547,152.52999877929688,150.18724060058594,6357900
2020-03-13,160.6199951171875,166.7100067138672,152.92999267578125,166.50999450683594,163.9525146484375,5742800
2020-03-16,148.2899932861328,166.50999450683594,143.50999450683594,152.5399932861328,150.1970672607422,5324900
2020-03-17,154.0,160.66000366210938,152.47999572753906,157.7100067138672,155.28768920898438,6081100
2020-03-18,151.57000732421875,159.8000030517578,142.0,151.14999389648438,148.8284454345703,5860200
2020-03-19,151.36000061035156,177.8000030517578,151.36000061035156,158.5,156.06553649902344,6338300
2020-03-20,157.52999877929688,159.47000122070312,147.4199981689453,149.94000244140625,147.6370391845703,6449700
2020-03-23,148.00999450683594,148.00999450683594,137.14999389648438,143.69000244140625,141.48301696777344,6173700
2020-03-24,152.25999450683594,157.6300048828125,149.49000549316406,156.85000610351562,154.44090270996094,4685100
2020-03-25,156.44000244140625,159.69000244140625,148.11000061035156,151.82000732421875,149.48814392089844,4795500
